47.654, 50.5955, 56.492, 65.3427, 77.0362, 91.1157, 106.353, 120.276, 129.637, 134.143

51.7257, 52.3517, 53.1793, 53.6602, 53.6178, 53.3096, 53.0338, 52.917, 52.9251, 52.9637
51.86, 52.6776, 53.846, 54.7264, 55.1182, 55.3184, 55.5955, 55.9928, 56.3898, 56.635
51.8462, 52.968, 54.7289, 56.4185, 57.8049, 59.1803, 60.698, 62.2187, 63.4451, 64.1238
51.4445, 52.8773, 55.3375, 58.2449, 61.3563, 64.7676, 68.3872, 71.7754, 74.3402, 75.7001
50.839, 52.6474, 55.9914, 60.4894, 65.9222, 72.1706, 78.8144, 84.9294, 89.3762, 91.6553
50.3461, 52.621, 57.032, 63.3922, 71.5635, 81.3227, 91.9456, 101.796, 108.623, 111.977
50.1421, 52.93, 58.4811, 66.7852, 77.8537, 91.5356, 106.985, 121.702, 131.138, 135.506
50.2047, 53.4704, 60.0618, 70.1111, 83.7941, 101.141, 121.432, 141.548, 153.099, 158.125
50.3877, 54.0148, 61.3777, 72.6837, 88.1696, 107.842, 130.712, 152.938, 165.622, 171.082
50.529, 54.3483, 62.115, 74.0617, 90.4265, 111.143, 135.011, 157.89, 171.007, 176.663

44.461, 45.1929, 46.4432, 47.9213, 49.446, 50.9752, 52.4746, 53.8323, 54.8761, 55.4448
44.9004, 45.7987, 47.371, 49.3036, 51.3965, 53.5838, 55.7698, 57.7482, 59.2523, 60.0626
45.6525, 46.8611, 49.0555, 51.9112, 55.2037, 58.8042, 62.4744, 65.7932, 68.2757, 69.5912
46.5909, 48.2246, 51.3083, 55.5687, 60.7772, 66.6981, 72.8571, 78.4398, 82.5215, 84.6341
47.709, 49.8804, 54.1132, 60.2437, 68.1021, 77.388, 87.35, 96.4985, 102.917, 106.111
49.0271, 51.8273, 57.4155, 65.7951, 76.9769, 90.7931, 106.375, 121.205, 130.719, 135.128
50.4771, 53.9358, 60.9512, 71.7447, 86.6696, 106.078, 129.678, 154.087, 166.905, 172.154
51.8768, 55.9319, 64.2389, 77.2323, 95.6654, 120.719, 153.886, 193.913, 207.946, 212.849
52.9876, 57.4851, 66.7355, 81.2826, 102.01, 130.131, 166.592, 207.843, 222.518, 227.557
53.6016, 58.3311, 68.0687, 83.3895, 105.176, 134.496, 171.792, 212.702, 227.513, 232.631

39.5069, 40.4121, 42.0962, 44.3614, 47.0051, 49.8308, 52.6072, 55.0523, 56.8756, 57.8484
40.2327, 41.3101, 43.3371, 46.1088, 49.4057, 52.9918, 56.5592, 59.7163, 62.0631, 63.3086
41.6093, 43.0255, 45.737, 49.5418, 54.2003, 59.4027, 64.6786, 69.3817, 72.8459, 74.6619
43.5289, 45.4407, 49.1732, 54.5645, 61.3854, 69.248, 77.4363, 84.8187, 90.1319, 92.8482
45.8815, 48.4318, 53.503, 61.0385, 70.9129, 82.7624, 95.6321, 107.53, 115.596, 119.511
48.5179, 51.8119, 58.47, 68.6338, 82.4763, 100.009, 120.486, 140.763, 152.429, 157.514
51.2042, 55.2724, 63.6079, 76.6473, 95.1423, 120.268, 153.51, 193.606, 207.684, 212.61
53.628, 58.3932, 68.2473, 83.9324, 106.913, 140.402, 193.459, 300, 300, 300
55.4622, 60.7399, 71.691, 89.2001, 114.912, 151.99, 207.469, 300, 300, 300
56.4484, 61.993, 73.504, 91.9002, 118.799, 157.041, 212.366, 300, 300, 300

36.4763, 37.5307, 39.5456, 42.3525, 45.7267, 49.3886, 52.9945, 56.1551, 58.497, 59.7406
37.4116, 38.6483, 41.0291, 44.3823, 48.4668, 52.9585, 57.4281, 61.3648, 64.2754, 65.8141
39.2203, 40.8212, 43.9393, 48.41, 53.974, 60.2285, 66.5661, 72.1916, 76.3164, 78.4717
41.787, 43.9296, 48.1601, 54.3556, 62.2747, 71.4411, 80.9784, 89.5414, 95.6744, 98.7975
44.9429, 47.7884, 53.4873, 62.0294, 73.3002, 86.867, 101.579, 115.085, 124.181, 128.567
48.4428, 52.1086, 59.5548, 70.9929, 86.6548, 106.53, 129.607, 152.016, 164.829, 170.355
51.9504, 56.47, 65.7666, 80.385, 101.207, 129.44, 166.025, 207.405, 222.149, 227.221
55.0643, 60.3509, 71.3203, 88.8574, 114.607, 151.735, 207.292, 300, 300, 300
57.391, 63.2394, 75.4109, 94.942, 123.642, 164.484, 221.985, 300, 300, 300
58.6323, 64.7722, 77.5537, 98.0452, 128.003, 169.983, 227.036, 300, 300, 300

35.0489, 36.1859, 38.3766, 41.459, 45.1955, 49.2689, 53.2838, 56.7989, 59.3993, 60.7784
36.0931, 37.4188, 39.9886, 43.6386, 48.1148, 53.0531, 57.9683, 62.2917, 65.4834, 67.1689
38.1212, 39.8252, 43.1612, 47.9737, 53.9907, 60.7664, 67.6282, 73.7092, 78.162, 80.4866
41.0102, 43.2793, 47.7748, 54.3846, 62.8564, 72.6677, 82.8603, 91.9881, 98.5183, 101.841
44.5631, 47.5671, 53.5966, 62.6562, 74.625, 89.0188, 104.57, 118.768, 128.328, 132.938
48.4908, 52.3534, 60.2102, 72.2954, 88.8408, 109.765, 133.847, 156.916, 170.166, 175.89
52.4079, 57.1639, 66.9556, 82.3588, 104.253, 133.704, 171.147, 212.215, 227.105, 232.258
55.8681, 61.426, 72.9641, 91.4016, 118.356, 156.674, 212.117, 300, 300, 300
58.4435, 64.5878, 77.3784, 97.8836, 127.861, 169.868, 226.964, 300, 300, 300
59.814, 66.2621, 79.6872, 101.186, 132.446, 175.567, 232.099, 300, 300, 300
